filename	acq_time
meg/sub-Mm150194_ses-01_task-mcd_run-02_meg.fif	2016-11-29T13:52:58.692169Z
meg/sub-Mm150194_ses-01_task-mcd_run-03_meg.fif	2016-11-29T14:04:00.501107Z
meg/sub-Mm150194_ses-01_task-mcd_run-04_meg.fif	2016-11-29T15:22:02.361088Z
meg/sub-Mm150194_ses-01_task-mcd_run-05_meg.fif	2016-11-29T14:15:41.903230Z
meg/sub-Mm150194_ses-01_task-mcd_run-06_meg.fif	2016-11-29T14:22:21.626230Z
meg/sub-Mm150194_ses-01_task-mcd_run-07_meg.fif	2016-11-29T14:37:31.930902Z
meg/sub-Mm150194_ses-01_task-mcd_run-08_meg.fif	2016-11-29T14:47:58.500033Z
meg/sub-Mm150194_ses-01_task-mcd_run-09_meg.fif	2016-11-29T14:54:18.700745Z
meg/sub-Mm150194_ses-01_task-mcd_run-10_meg.fif	2016-11-29T15:05:55.862858Z
meg/sub-Mm150194_ses-01_task-mcd_run-11_meg.fif	2016-11-29T15:15:25.198963Z
meg/sub-Mm150194_ses-01_task-rest_run-01_meg.fif	2016-11-29T13:37:28.534922Z
