onset	duration	trial_type	value	sample
4.102	0.0	Visual/DD	51	4102
6.212	0.0	Visual/VV	56	6212
8.291	0.0	Visual/CC	53	8291
10.431	0.0	Visual/DD	51	10431
12.652	0.0	Visual/AA	54	12652
14.522	0.0	Visual/VV	56	14522
16.46	0.0	Visual/DD	51	16460
18.621	0.0	Visual/AV	55	18621
20.732	0.0	Visual/VV	56	20732
22.961	0.0	Visual/VV	56	22961
25.091	0.0	Visual/AA	54	25091
27.012	0.0	Visual/AA	54	27012
29.2	0.0	Visual/AV	55	29200
31.291	0.0	Visual/AA	54	31291
33.17	0.0	Visual/CC	53	33170
35.361	0.0	Visual/DC	52	35361
37.2	0.0	Visual/DD	51	37200
39.101	0.0	Visual/AV	55	39101
41.211	0.0	Visual/AA	54	41211
43.14	0.0	Visual/AV	55	43140
45.32	0.0	Visual/AV	55	45320
47.421	0.0	Visual/VV	56	47421
49.381	0.0	Visual/DC	52	49381
51.61	0.0	Visual/DD	51	51610
53.69	0.0	Visual/DD	51	53690
55.771	0.0	Visual/AA	54	55771
57.999	0.0	Visual/CC	53	57999
60.089	0.0	Visual/CC	53	60089
62.1	0.0	Visual/DD	51	62100
64.301	0.0	Visual/AA	54	64301
66.48	0.0	Visual/AV	55	66480
68.709	0.0	Visual/DD	51	68709
70.78	0.0	Visual/AV	55	70780
72.891	0.0	Visual/VV	56	72891
74.92	0.0	Visual/AA	54	74920
76.93	0.0	Visual/CC	53	76930
78.919	0.0	Visual/DD	51	78919
80.869	0.0	Visual/DD	51	80869
82.971	0.0	Visual/DC	52	82971
84.919	0.0	Visual/DD	51	84919
87.05	0.0	Visual/DD	51	87050
89.039	0.0	Visual/AV	55	89039
90.949	0.0	Visual/DD	51	90949
92.96	0.0	Visual/VV	56	92960
95.119	0.0	Visual/CC	53	95119
97.199	0.0	Visual/CC	53	97199
99.26	0.0	Visual/VV	56	99260
101.43	0.0	Visual/VV	56	101430
103.35	0.0	Visual/AA	54	103350
105.289	0.0	Visual/DC	52	105289
107.279	0.0	Visual/DD	51	107279
109.22	0.0	Visual/AA	54	109220
111.14	0.0	Visual/AA	54	111140
113.249	0.0	Visual/VV	56	113249
115.189	0.0	Visual/DD	51	115189
117.318	0.0	Visual/AV	55	117318
119.43	0.0	Visual/DC	52	119430
121.628	0.0	Visual/CC	53	121628
123.578	0.0	Visual/CC	53	123578
125.659	0.0	Visual/VV	56	125659
127.559	0.0	Visual/VV	56	127559
129.549	0.0	Visual/AV	55	129549
131.449	0.0	Visual/DC	52	131449
133.308	0.0	Visual/CC	53	133308
135.259	0.0	Visual/VV	56	135259
137.458	0.0	Visual/AV	55	137458
139.469	0.0	Visual/AA	54	139469
141.438	0.0	Visual/AV	55	141438
143.337	0.0	Visual/DD	51	143337
145.509	0.0	Visual/DC	52	145509
147.679	0.0	Visual/AA	54	147679
149.739	0.0	Visual/DC	52	149739
151.898	0.0	Visual/CC	53	151898
153.818	0.0	Visual/DD	51	153818
155.867	0.0	Visual/DD	51	155867
157.719	0.0	Visual/DC	52	157719
159.697	0.0	Visual/CC	53	159697
161.657	0.0	Visual/CC	53	161657
163.528	0.0	Visual/AA	54	163528
165.719	0.0	Visual/AA	54	165719
167.667	0.0	Visual/AV	55	167667
169.788	0.0	Visual/VV	56	169788
171.738	0.0	Visual/VV	56	171738
173.977	0.0	Visual/AV	55	173977
176.008	0.0	Visual/DC	52	176008
177.988	0.0	Visual/VV	56	177988
180.008	0.0	Visual/AA	54	180008
181.957	0.0	Visual/AV	55	181957
183.917	0.0	Visual/DC	52	183917
185.877	0.0	Visual/VV	56	185877
188.048	0.0	Visual/AA	54	188048
190.237	0.0	Visual/AV	55	190237
192.456	0.0	Visual/DD	51	192456
194.488	0.0	Visual/AA	54	194488
196.597	0.0	Visual/CC	53	196597
198.517	0.0	Visual/CC	53	198517
200.747	0.0	Visual/VV	56	200747
202.968	0.0	Visual/DC	52	202968
204.876	0.0	Visual/AV	55	204876
207.097	0.0	Visual/DD	51	207097
209.157	0.0	Visual/DC	52	209157
211.236	0.0	Visual/AV	55	211236
213.167	0.0	Visual/DC	52	213167
215.396	0.0	Visual/AV	55	215396
217.547	0.0	Visual/CC	53	217547
219.706	0.0	Visual/DD	51	219706
221.556	0.0	Visual/AV	55	221556
223.537	0.0	Visual/DC	52	223537
225.417	0.0	Visual/AA	54	225417
227.506	0.0	Visual/CC	53	227506
229.437	0.0	Visual/AA	54	229437
231.597	0.0	Visual/VV	56	231597
233.647	0.0	Visual/AA	54	233647
235.557	0.0	Visual/DC	52	235557
237.427	0.0	Visual/DC	52	237427
239.335	0.0	Visual/CC	53	239335
241.177	0.0	Visual/AA	54	241177
243.187	0.0	Visual/VV	56	243187
245.376	0.0	Visual/DC	52	245376
247.466	0.0	Visual/DD	51	247466
249.656	0.0	Visual/DC	52	249656
251.526	0.0	Visual/DC	52	251526
253.685	0.0	Visual/CC	53	253685
255.835	0.0	Visual/DD	51	255835
257.696	0.0	Visual/DC	52	257696
259.626	0.0	Visual/DC	52	259626
261.556	0.0	Visual/AA	54	261556
263.426	0.0	Visual/AA	54	263426
265.605	0.0	Visual/AV	55	265605
267.806	0.0	Visual/VV	56	267806
269.716	0.0	Visual/VV	56	269716
271.686	0.0	Visual/DC	52	271686
273.895	0.0	Visual/CC	53	273895
276.035	0.0	Visual/DC	52	276035
278.155	0.0	Visual/CC	53	278155
280.175	0.0	Visual/AV	55	280175
282.186	0.0	Visual/VV	56	282186
284.385	0.0	Visual/DD	51	284385
286.255	0.0	Visual/AV	55	286255
288.346	0.0	Visual/VV	56	288346
290.395	0.0	Visual/AV	55	290395
292.414	0.0	Visual/CC	53	292414
294.466	0.0	Visual/VV	56	294466
296.324	0.0	Visual/AV	55	296324
298.194	0.0	Visual/CC	53	298194
300.296	0.0	Visual/AA	54	300296
302.494	0.0	Visual/CC	53	302494
304.594	0.0	Visual/DD	51	304594
306.805	0.0	Visual/DC	52	306805
308.684	0.0	Visual/CC	53	308684
