filename	acq_time
meg/sub-Mb160304_ses-01_task-mcd_run-02_meg.fif	2016-12-12T12:17:07.090975Z
meg/sub-Mb160304_ses-01_task-mcd_run-03_meg.fif	2016-12-12T13:36:14.632838Z
meg/sub-Mb160304_ses-01_task-mcd_run-04_meg.fif	2016-12-12T12:27:46.641906Z
meg/sub-Mb160304_ses-01_task-mcd_run-05_meg.fif	2016-12-12T12:38:51.810365Z
meg/sub-Mb160304_ses-01_task-mcd_run-06_meg.fif	2016-12-12T12:45:04.411546Z
meg/sub-Mb160304_ses-01_task-mcd_run-07_meg.fif	2016-12-12T12:54:30.308401Z
meg/sub-Mb160304_ses-01_task-mcd_run-08_meg.fif	2016-12-12T13:03:48.816388Z
meg/sub-Mb160304_ses-01_task-mcd_run-09_meg.fif	2016-12-12T13:12:09.620841Z
meg/sub-Mb160304_ses-01_task-mcd_run-10_meg.fif	2016-12-12T13:20:59.275396Z
meg/sub-Mb160304_ses-01_task-mcd_run-11_meg.fif	2016-12-12T13:29:53.991243Z
meg/sub-Mb160304_ses-01_task-rest_run-01_meg.fif	2016-12-12T12:05:15.061631Z
