onset	duration	trial_type	value	sample
4.417	0.0	Visual/AV	55	4417
6.596	0.0	Visual/CC	53	6596
8.696	0.0	Visual/DD	51	8696
10.588	0.0	Visual/AA	54	10588
12.708	0.0	Visual/DC	52	12708
14.776	0.0	Visual/CC	53	14776
16.636	0.0	Visual/CC	53	16636
18.727	0.0	Visual/VV	56	18727
20.697	0.0	Visual/AA	54	20697
22.617	0.0	Visual/AV	55	22617
24.836	0.0	Visual/AV	55	24836
26.777	0.0	Visual/AA	54	26777
28.876	0.0	Visual/AV	55	28876
30.766	0.0	Visual/CC	53	30766
32.976	0.0	Visual/DD	51	32976
35.146	0.0	Visual/DD	51	35146
37.047	0.0	Visual/VV	56	37047
38.917	0.0	Visual/VV	56	38917
41.077	0.0	Visual/DC	52	41077
43.267	0.0	Visual/VV	56	43267
45.386	0.0	Visual/DD	51	45386
47.565	0.0	Visual/CC	53	47565
49.707	0.0	Visual/VV	56	49707
51.646	0.0	Visual/AA	54	51646
53.516	0.0	Visual/DC	52	53516
55.505	0.0	Visual/DD	51	55505
57.457	0.0	Visual/VV	56	57457
59.565	0.0	Visual/AV	55	59565
61.796	0.0	Visual/DC	52	61796
63.665	0.0	Visual/AV	55	63665
65.635	0.0	Visual/AV	55	65635
67.816	0.0	Visual/DC	52	67816
69.845	0.0	Visual/CC	53	69845
71.926	0.0	Visual/VV	56	71926
73.805	0.0	Visual/CC	53	73805
75.866	0.0	Visual/DC	52	75866
77.955	0.0	Visual/AV	55	77955
80.005	0.0	Visual/DD	51	80005
82.105	0.0	Visual/DD	51	82105
84.216	0.0	Visual/VV	56	84216
86.355	0.0	Visual/AA	54	86355
88.416	0.0	Visual/DC	52	88416
90.425	0.0	Visual/DD	51	90425
92.655	0.0	Visual/VV	56	92655
94.734	0.0	Visual/CC	53	94734
96.804	0.0	Visual/AV	55	96804
98.815	0.0	Visual/AA	54	98815
100.735	0.0	Visual/DC	52	100735
102.705	0.0	Visual/AV	55	102705
104.616	0.0	Visual/VV	56	104616
106.475	0.0	Visual/AA	54	106475
108.576	0.0	Visual/DC	52	108576
110.524	0.0	Visual/CC	53	110524
112.484	0.0	Visual/AV	55	112484
114.705	0.0	Visual/AA	54	114705
116.826	0.0	Visual/DC	52	116826
118.854	0.0	Visual/AV	55	118854
120.995	0.0	Visual/VV	56	120995
122.955	0.0	Visual/VV	56	122955
125.044	0.0	Visual/CC	53	125044
127.254	0.0	Visual/DD	51	127254
