filename	acq_time
meg/sub-Al150424_ses-01_task-mcd_run-02_meg.fif	2016-12-06T14:11:39.345432Z
meg/sub-Al150424_ses-01_task-mcd_run-03_meg.fif	2016-12-06T15:35:17.158172Z
meg/sub-Al150424_ses-01_task-mcd_run-04_meg.fif	2016-12-06T14:21:25.662046Z
meg/sub-Al150424_ses-01_task-mcd_run-05_meg.fif	2016-12-06T14:31:21.190514Z
meg/sub-Al150424_ses-01_task-mcd_run-06_meg.fif	2016-12-06T14:38:00.263079Z
meg/sub-Al150424_ses-01_task-mcd_run-07_meg.fif	2016-12-06T14:50:07.185539Z
meg/sub-Al150424_ses-01_task-mcd_run-08_meg.fif	2016-12-06T14:59:22.480574Z
meg/sub-Al150424_ses-01_task-mcd_run-09_meg.fif	2016-12-06T15:05:46.392228Z
meg/sub-Al150424_ses-01_task-mcd_run-10_meg.fif	2016-12-06T15:17:53.495321Z
meg/sub-Al150424_ses-01_task-mcd_run-11_meg.fif	2016-12-06T15:27:50.333759Z
meg/sub-Al150424_ses-01_task-rest_run-01_meg.fif	2016-12-06T13:59:29.284142Z
