filename	acq_time
meg/sub-Sl160372_ses-01_task-mcd_run-02_meg.fif	2016-12-14T10:11:02.542683Z
meg/sub-Sl160372_ses-01_task-mcd_run-03_meg.fif	2016-12-14T10:23:11.715701Z
meg/sub-Sl160372_ses-01_task-mcd_run-04_meg.fif	2016-12-14T11:36:47.536472Z
meg/sub-Sl160372_ses-01_task-mcd_run-05_meg.fif	2016-12-14T10:33:53.383683Z
meg/sub-Sl160372_ses-01_task-mcd_run-06_meg.fif	2016-12-14T10:40:26.505000Z
meg/sub-Sl160372_ses-01_task-mcd_run-07_meg.fif	2016-12-14T10:50:18.312725Z
meg/sub-Sl160372_ses-01_task-mcd_run-08_meg.fif	2016-12-14T10:59:22.899869Z
meg/sub-Sl160372_ses-01_task-mcd_run-09_meg.fif	2016-12-14T11:08:57.758935Z
meg/sub-Sl160372_ses-01_task-mcd_run-10_meg.fif	2016-12-14T11:18:16.273058Z
meg/sub-Sl160372_ses-01_task-mcd_run-11_meg.fif	2016-12-14T11:29:11.632896Z
meg/sub-Sl160372_ses-01_task-rest_run-01_meg.fif	2016-12-14T09:58:02.705606Z
