onset	duration	trial_type	value	sample
2.298	0.0	Auditory/VV	46	2298
4.187	0.0	Auditory/AA	44	4187
6.258	0.0	Auditory/DC	42	6258
8.378	0.0	Auditory/AA	44	8378
10.417	0.0	Auditory/CC	43	10417
12.407	0.0	Auditory/AA	44	12407
14.597	0.0	Auditory/AA	44	14597
16.606	0.0	Auditory/CC	43	16606
18.446	0.0	Auditory/AV	45	18446
20.316	0.0	Auditory/DD	41	20316
22.276	0.0	Auditory/CC	43	22276
24.376	0.0	Auditory/DD	41	24376
26.457	0.0	Auditory/VV	46	26457
28.416	0.0	Auditory/DD	41	28416
30.467	0.0	Auditory/VV	46	30467
32.616	0.0	Auditory/AA	44	32616
34.797	0.0	Auditory/DC	42	34797
36.905	0.0	Auditory/DD	41	36905
39.056	0.0	Auditory/CC	43	39056
41.216	0.0	Auditory/CC	43	41216
43.337	0.0	Auditory/DC	42	43337
45.276	0.0	Auditory/VV	46	45276
47.406	0.0	Auditory/AA	44	47406
49.346	0.0	Auditory/DD	41	49346
51.266	0.0	Auditory/DC	42	51266
53.467	0.0	Auditory/DC	42	53467
55.336	0.0	Auditory/AV	45	55336
57.426	0.0	Auditory/AA	44	57426
59.396	0.0	Auditory/AA	44	59396
61.356	0.0	Auditory/DC	42	61356
63.465	0.0	Auditory/CC	43	63465
65.526	0.0	Auditory/VV	46	65526
67.616	0.0	Auditory/VV	46	67616
69.795	0.0	Auditory/AV	45	69795
71.925	0.0	Auditory/DD	41	71925
73.905	0.0	Auditory/AV	45	73905
75.966	0.0	Auditory/DC	42	75966
77.815	0.0	Auditory/DD	41	77815
79.795	0.0	Auditory/AV	45	79795
82.025	0.0	Auditory/DC	42	82025
84.034	0.0	Auditory/CC	43	84034
86.086	0.0	Auditory/DC	42	86086
88.176	0.0	Auditory/VV	46	88176
90.216	0.0	Auditory/AA	44	90216
92.274	0.0	Auditory/DD	41	92274
94.206	0.0	Auditory/DC	42	94206
96.435	0.0	Auditory/AA	44	96435
98.484	0.0	Auditory/CC	43	98484
100.705	0.0	Auditory/CC	43	100705
102.795	0.0	Auditory/DD	41	102795
105.035	0.0	Auditory/VV	46	105035
107.224	0.0	Auditory/AV	45	107224
109.344	0.0	Auditory/DD	41	109344
111.285	0.0	Auditory/DC	42	111285
113.505	0.0	Auditory/AA	44	113505
115.445	0.0	Auditory/VV	46	115445
117.474	0.0	Auditory/DD	41	117474
119.445	0.0	Auditory/DC	42	119445
121.533	0.0	Auditory/AV	45	121533
123.544	0.0	Auditory/AV	45	123544
125.645	0.0	Auditory/AA	44	125645
127.585	0.0	Auditory/DC	42	127585
129.455	0.0	Auditory/AA	44	129455
131.674	0.0	Auditory/AV	45	131674
133.534	0.0	Auditory/AA	44	133534
135.403	0.0	Auditory/DD	41	135403
137.424	0.0	Auditory/AV	45	137424
139.394	0.0	Auditory/AA	44	139394
141.374	0.0	Auditory/AV	45	141374
143.593	0.0	Auditory/AV	45	143593
145.513	0.0	Auditory/DD	41	145513
147.414	0.0	Auditory/CC	43	147414
149.433	0.0	Auditory/CC	43	149433
151.354	0.0	Auditory/DC	42	151354
153.234	0.0	Auditory/VV	46	153234
155.183	0.0	Auditory/DD	41	155183
157.284	0.0	Auditory/VV	46	157284
159.133	0.0	Auditory/AV	45	159133
160.994	0.0	Auditory/AA	44	160994
163.084	0.0	Auditory/DC	42	163084
165.203	0.0	Auditory/AV	45	165203
167.322	0.0	Auditory/DD	41	167322
169.243	0.0	Auditory/CC	43	169243
171.334	0.0	Auditory/VV	46	171334
173.513	0.0	Auditory/AV	45	173513
175.643	0.0	Auditory/AV	45	175643
177.692	0.0	Auditory/CC	43	177692
179.652	0.0	Auditory/DD	41	179652
181.612	0.0	Auditory/CC	43	181612
183.844	0.0	Auditory/VV	46	183844
185.823	0.0	Auditory/AA	44	185823
187.933	0.0	Auditory/DC	42	187933
189.983	0.0	Auditory/AA	44	189983
192.123	0.0	Auditory/DD	41	192123
194.293	0.0	Auditory/DC	42	194293
196.453	0.0	Auditory/AV	45	196453
198.613	0.0	Auditory/AA	44	198613
200.583	0.0	Auditory/DC	42	200583
202.612	0.0	Auditory/CC	43	202612
204.683	0.0	Auditory/DC	42	204683
206.842	0.0	Auditory/AV	45	206842
208.793	0.0	Auditory/DC	42	208793
210.713	0.0	Auditory/AA	44	210713
212.941	0.0	Auditory/AV	45	212941
214.923	0.0	Auditory/VV	46	214923
217.092	0.0	Auditory/DD	41	217092
219.032	0.0	Auditory/DC	42	219032
221.031	0.0	Auditory/DD	41	221031
222.981	0.0	Auditory/DD	41	222981
224.922	0.0	Auditory/CC	43	224922
226.942	0.0	Auditory/VV	46	226942
228.902	0.0	Auditory/AA	44	228902
230.913	0.0	Auditory/VV	46	230913
233.021	0.0	Auditory/AV	45	233021
234.891	0.0	Auditory/AV	45	234891
